Measurement_Date;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
05.08.2018;27.266.666.666.666.600;52.333.333.333.333.300;7.666.666.666.666.660;9.897.666.666.666.660;-333.0;0.0;-999.0;2.941.565;17.966.666.666.666.600;19. Jul;30.666.666.666.666.600;26.666.666.666.666.600
06.08.2018;2.803.333.333.333.330;46.0;8.0;9.870.666.666.666.660;7.666.666.666.666.660;0.0;-999.0;2.855.658;16. Aug;19.266.666.666.666.600;32.0;16.666.666.666.666.600
07.08.2018;29.299.999.999.999.900;45.0;8.0;9.838.000.000.000.000;4.333.333.333.333.330;0.1;-999.0;2.126.959;17.133.333.333.333.300;20.033.333.333.333.300;22.666.666.666.666.600;23.333.333.333.333.300
08.08.2018;28.233.333.333.333.300;49.0;7.0;986.0;8.0;0.0;-999.0;2.583.842;18.466.666.666.666.600;20.233.333.333.333.300;20.0;33.333.333.333.333.300
09.08.2018;24.833.333.333.333.300;57.0;8.333.333.333.333.330;9.864.333.333.333.330;5.666.666.666.666.660;0.7;-999.0;2.120.546;17.066.666.666.666.600;1.846.666.666.666.660;24.0;26.666.666.666.666.600
10.08.2018;21.066.666.666.666.600;47.0;9.0;9.958.000.000.000.000;-6.643.333.333.333.330;0.0;-999.0;3.035.468;10.699.999.999.999.900;13.666.666.666.666.600;20.0;23.333.333.333.333.300
11.08.2018;21.566.666.666.666.600;42.666.666.666.666.600;9.0;995.5;-328.0;0.0;-999.0;3.132.374;10.566.666.666.666.600;13.766.666.666.666.600;29.333.333.333.333.300;16.666.666.666.666.600
12.08.2018;23. Aug;43.333.333.333.333.300;8.333.333.333.333.330;9.876.666.666.666.660;2.0;0.1;-999.0;3.080.741;11.533.333.333.333.300;15.066.666.666.666.600;24.0;16.666.666.666.666.600
13.08.2018;22. Mrz;66.0;8.666.666.666.666.660;9.838.000.000.000.000;8.0;06. Jun;-999.0;1.069.951;17. Jul;1.796.666.666.666.660;18.666.666.666.666.600;4.333.333.333.333.330
14.08.2018;2.203.333.333.333.330;57.666.666.666.666.600;9.0;9.886.999.999.999.990;5.666.666.666.666.660;0.0;-999.0;2.130.507;14.866.666.666.666.600;16.333.333.333.333.300;26.666.666.666.666.600;2.0
15.08.2018;22.066.666.666.666.600;55.666.666.666.666.600;8.666.666.666.666.660;992.0;0.3333333333333333;0.0;-999.0;2.864.673;13.799.999.999.999.900;15.766.666.666.666.600;32.0;2.0
16.08.2018;24. Mai;52.333.333.333.333.300;8.333.333.333.333.330;9.878.000.000.000.000;13.333.333.333.333.300;0.0;-999.0;2.872.764;14.700.000.000.000.000;17.066.666.666.666.600;32.0;13.333.333.333.333.300
17.08.2018;25.0;50.666.666.666.666.600;8.666.666.666.666.660;987.6;5.666.666.666.666.660;02. Sep;-999.0;2.019.753;14.966.666.666.666.600;17.433.333.333.333.300;21.333.333.333.333.300;16.666.666.666.666.600
18.08.2018;22. Mrz;6.833.333.333.333.330;7.666.666.666.666.660;9.934.333.333.333.330;8.0;0.0;-999.0;1.990.229;17.666.666.666.666.600;17.933.333.333.333.300;30.666.666.666.666.600;16.666.666.666.666.600
19.08.2018;24.433.333.333.333.300;53.0;7.666.666.666.666.660;9.928.000.000.000.000;6.666.666.666.666.660;0.0;-999.0;2.586.642;15.233.333.333.333.300;17.433.333.333.333.300;30.666.666.666.666.600;13.333.333.333.333.300
20.08.2018;24. Feb;53.333.333.333.333.300;8.333.333.333.333.330;9.913.666.666.666.660;-3.303.333.333.333.330;0.0;-999.0;2.782.633;15.133.333.333.333.300;17.166.666.666.666.600;30.666.666.666.666.600;23.333.333.333.333.300
21.08.2018;25.433.333.333.333.300;55.333.333.333.333.300;8.0;9.903.666.666.666.660;-333.0;0.0;-999.0;2.726.132;16.866.666.666.666.600;1.853.333.333.333.330;29.333.333.333.333.300;2.0
22.08.2018;2.653.333.333.333.330;52.333.333.333.333.300;8.0;988.4;2.0;0.0;-999.0;2.551.028;16. Jul;18.833.333.333.333.300;30.666.666.666.666.600;16.666.666.666.666.600
23.08.2018;23.333.333.333.333.300;62.666.666.666.666.600;8.0;9.861.999.999.999.990;5.333.333.333.333.330;12.0;-999.0;2.585.071;17.0;17.900.000.000.000.000;25.333.333.333.333.300;23.333.333.333.333.300
24.08.2018;18.566.666.666.666.600;7.666.666.666.666.660;8.333.333.333.333.330;9.869.666.666.666.660;8.0;0.5;-999.0;8.273.708;16. Mai;15.966.666.666.666.600;13.333.333.333.333.300;23.333.333.333.333.300
25.08.2018;14.733.333.333.333.300;7.433.333.333.333.330;8.666.666.666.666.660;9.871.666.666.666.660;8.0;08. Apr;-999.0;4.737.348;12.433.333.333.333.300;12. Jan;20.0;26.666.666.666.666.600
26.08.2018;15.233.333.333.333.300;58.0;8.333.333.333.333.330;9.897.666.666.666.660;-3.293.333.333.333.330;0.0;-999.0;2.823.065;9.066.666.666.666.660;10. Jan;26.666.666.666.666.600;2.0
27.08.2018;19.400.000.000.000.000;68.0;9.0;988.4;8.0;0.3;-999.0;1.765.733;14.799.999.999.999.900;15.233.333.333.333.300;24.0;2.0
28.08.2018;21. Aug;6.466.666.666.666.660;8.0;990.1;-6.633.333.333.333.330;0.0;-999.0;3.162.573;16.099.999.999.999.900;16.866.666.666.666.600;21.333.333.333.333.300;16.666.666.666.666.600
29.08.2018;21.366.666.666.666.600;6.933.333.333.333.330;7.666.666.666.666.660;9.863.666.666.666.660;-3.276.666.666.666.660;03. Feb;-999.0;1.698.601;16.766.666.666.666.600;1.703.333.333.333.330;21.333.333.333.333.300;3.0
30.08.2018;18.066.666.666.666.600;7.333.333.333.333.330;8.333.333.333.333.330;9.928.000.000.000.000;7.333.333.333.333.330;0.0;-999.0;1.603.546;15.033.333.333.333.300;15.033.333.333.333.300;20.0;16.666.666.666.666.600
31.08.2018;13.533.333.333.333.300;9.366.666.666.666.660;6.0;9.924.666.666.666.660;7.666.666.666.666.660;29. Jul;-999.0;2.472.854;14. Jun;12.966.666.666.666.600;21.333.333.333.333.300;1.0
01.09.2018;16.866.666.666.666.600;7.466.666.666.666.660;7.333.333.333.333.330;9.947.666.666.666.660;8.0;0.1;-999.0;1.362.935;13.966.666.666.666.600;13. Sep;32.0;16.666.666.666.666.600
02.09.2018;15.699.999.999.999.900;77.0;8.666.666.666.666.660;992.4;8.0;0.0;-999.0;9.042.811;13.666.666.666.666.600;13.266.666.666.666.600;32.0;16.666.666.666.666.600
03.09.2018;17.033.333.333.333.300;78.0;7.666.666.666.666.660;9.886.666.666.666.660;7.666.666.666.666.660;0.0;-999.0;922.193;15.033.333.333.333.300;14. Jun;26.666.666.666.666.600;1.0
04.09.2018;18.900.000.000.000.000;6.666.666.666.666.660;7.666.666.666.666.660;9.881.333.333.333.330;5.0;0.0;-999.0;178.181;14.0;14. Jun;13.333.333.333.333.300;1.0
05.09.2018;20.599.999.999.999.900;6.866.666.666.666.660;7.333.333.333.333.330;9.878.333.333.333.330;0.0;0.0;-999.0;3.244.381;16.0;16.333.333.333.333.300;24.0;13.333.333.333.333.300
06.09.2018;18.066.666.666.666.600;8.033.333.333.333.330;7.333.333.333.333.330;9.847.666.666.666.660;7.0;03. Feb;-999.0;1.433.225;16.133.333.333.333.300;15.566.666.666.666.600;18.666.666.666.666.600;2.0
07.09.2018;18.366.666.666.666.600;71.0;7.666.666.666.666.660;9.882.333.333.333.330;8.0;0.0;-999.0;8.650.955;14.666.666.666.666.600;14. Sep;22.666.666.666.666.600;13.333.333.333.333.300
08.09.2018;16.866.666.666.666.600;70.0;7.333.333.333.333.330;9.927.333.333.333.330;3.0;0.0;-999.0;2.382.412;12. Sep;13.200.000.000.000.000;16.0;1.0
09.09.2018;18.333.333.333.333.300;62.0;8.0;9.934.666.666.666.660;5.333.333.333.333.330;0.0;-999.0;2.496.177;12.066.666.666.666.600;13.266.666.666.666.600;17.333.333.333.333.300;13.333.333.333.333.300
10.09.2018;20.599.999.999.999.900;52.333.333.333.333.300;8.666.666.666.666.660;9.950.666.666.666.660;5.0;0.0;-999.0;2.220.385;11.533.333.333.333.300;13.799.999.999.999.900;16.0;16.666.666.666.666.600
11.09.2018;21.833.333.333.333.300;54.0;8.333.333.333.333.330;996.5;-6.656.666.666.666.660;0.0;-999.0;2.339.941;13.200.000.000.000.000;15.333.333.333.333.300;17.333.333.333.333.300;16.666.666.666.666.600
12.09.2018;23.0;53.666.666.666.666.600;8.0;9.926.666.666.666.660;26.666.666.666.666.600;01. Mrz;-999.0;2.249.458;13.566.666.666.666.600;15.799.999.999.999.900;24.0;16.666.666.666.666.600
13.09.2018;19.333.333.333.333.300;8.333.333.333.333.330;7.0;990.5;8.0;03. Apr;-999.0;148.016;18.266.666.666.666.600;17.166.666.666.666.600;18.666.666.666.666.600;1.0
14.09.2018;18.233.333.333.333.300;8.166.666.666.666.660;6.666.666.666.666.660;992.1;7.666.666.666.666.660;0.9;-999.0;1.283.926;16.933.333.333.333.300;16.133.333.333.333.300;20.0;16.666.666.666.666.600
15.09.2018;16.933.333.333.333.300;6.433.333.333.333.330;7.0;996.1;2.0;0.0;-999.0;2.289.398;11.733.333.333.333.300;12.633.333.333.333.300;30.666.666.666.666.600;16.666.666.666.666.600
16.09.2018;16.566.666.666.666.600;71.0;7.666.666.666.666.660;993.6;5.333.333.333.333.330;0.0;-999.0;2.085.758;13.033.333.333.333.300;13.0;26.666.666.666.666.600;13.333.333.333.333.300
17.09.2018;19.266.666.666.666.600;63.0;7.333.333.333.333.330;9.914.333.333.333.330;0.0;0.0;-999.0;2.224.001;12. Sep;14.066.666.666.666.600;21.333.333.333.333.300;13.333.333.333.333.300
18.09.2018;20.366.666.666.666.600;6.566.666.666.666.660;6.333.333.333.333.330;989.5;5.333.333.333.333.330;03. Jul;-999.0;1.741.112;14.966.666.666.666.600;15.633.333.333.333.300;24.0;2.0
19.09.2018;20.933.333.333.333.300;6.733.333.333.333.330;7.666.666.666.666.660;9.919.666.666.666.660;0.0;0.0;-999.0;2.044.169;15.666.666.666.666.600;16.233.333.333.333.300;18.666.666.666.666.600;1.0
20.09.2018;20. Aug;65.0;7.666.666.666.666.660;9.908.666.666.666.660;5.666.666.666.666.660;0.0;-999.0;2.086.667;15.166.666.666.666.600;15.966.666.666.666.600;13.333.333.333.333.300;1.0
21.09.2018;17.066.666.666.666.600;7.666.666.666.666.660;8.0;9.873.333.333.333.330;8.0;04. Feb;-999.0;7.910.306;14. Apr;14.133.333.333.333.300;16.0;23.333.333.333.333.300
22.09.2018;14. Sep;62.333.333.333.333.300;8.666.666.666.666.660;9.946.333.333.333.330;8.0;0.5;-999.0;1.597.506;10.0;10. Jun;25.333.333.333.333.300;2.0
23.09.2018;20. Mrz;69.0;7.666.666.666.666.660;9.871.666.666.666.660;7.666.666.666.666.660;15. Apr;-999.0;6.358.178;16.466.666.666.666.600;16.566.666.666.666.600;22.666.666.666.666.600;5.0
24.09.2018;11.166.666.666.666.600;6.466.666.666.666.660;8.333.333.333.333.330;1004.4;1.0;0.0;-999.0;2.187.346;8.166.666.666.666.660;7.666.666.666.666.660;22.666.666.666.666.600;16.666.666.666.666.600
25.09.2018;11.366.666.666.666.600;55.333.333.333.333.300;8.333.333.333.333.330;10.063.333.333.333.300;-3.316.666.666.666.660;0.0;-999.0;1.978.958;6.666.666.666.666.660;6.566.666.666.666.660;14.666.666.666.666.600;16.666.666.666.666.600
26.09.2018;10.200.000.000.000.000;66.0;8.666.666.666.666.660;10.052.333.333.333.300;33.333.333.333.333.300;0.0;-999.0;2.087.922;7.833.333.333.333.330;6.766.666.666.666.660;21.333.333.333.333.300;13.333.333.333.333.300
27.09.2018;14. Jan;6.666.666.666.666.660;8.333.333.333.333.330;9.995.666.666.666.660;0.0;0.0;-999.0;2.360.638;10.233.333.333.333.300;10.133.333.333.333.300;12.0;0.6666666666666666
28.09.2018;15.366.666.666.666.600;64.0;7.666.666.666.666.660;993.6;26.666.666.666.666.600;0.0;-999.0;1.879.323;10.533.333.333.333.300;11.033.333.333.333.300;21.333.333.333.333.300;13.333.333.333.333.300
29.09.2018;13.533.333.333.333.300;60.0;8.0;9.939.666.666.666.660;-328.0;0.0;-999.0;1.903.144;08. Sep;9.233.333.333.333.330;32.0;2.0
30.09.2018;13.666.666.666.666.600;71.0;7.666.666.666.666.660;9.883.666.666.666.660;36.666.666.666.666.600;0.1;-999.0;1.735.035;10.833.333.333.333.300;10.299.999.999.999.900;22.666.666.666.666.600;13.333.333.333.333.300
01.10.2018;10.333.333.333.333.300;7.233.333.333.333.330;7.666.666.666.666.660;990.9;7.666.666.666.666.660;01. Jul;-999.0;6.312.352;9.066.666.666.666.660;78.999.999.999.999.900;16.0;13.333.333.333.333.300
02.10.2018;10.466.666.666.666.600;6.466.666.666.666.660;8.333.333.333.333.330;996.5;8.0;0.0;0.0;1.018.353;8.0;7.166.666.666.666.660;17.333.333.333.333.300;33.333.333.333.333.300
03.10.2018;13.633.333.333.333.300;7.366.666.666.666.660;9.0;9.985.666.666.666.660;8.0;0.1;0.0;7.476.473;11.533.333.333.333.300;11. Jan;24.0;2.0
04.10.2018;11. Sep;8.166.666.666.666.660;5.666.666.666.666.660;9.972.666.666.666.660;3.0;0.0;0.0;1.687.747;11.266.666.666.666.600;10.033.333.333.333.300;20.0;16.666.666.666.666.600
05.10.2018;14.033.333.333.333.300;73.0;7.666.666.666.666.660;9.912.666.666.666.660;1.0;0.0;0.0;1.773.781;11.233.333.333.333.300;10.799.999.999.999.900;14.666.666.666.666.600;1.0
06.10.2018;16.099.999.999.999.900;68.0;8.0;9.841.999.999.999.990;8.0;0.0;0.0;1.243.957;11.566.666.666.666.600;12.0;21.333.333.333.333.300;2.0
07.10.2018;16.633.333.333.333.300;7.233.333.333.333.330;8.0;9.868.666.666.666.660;4.333.333.333.333.330;0.0;0.0;1.449.125;13. Mai;13. Mai;32.0;16.666.666.666.666.600
08.10.2018;10.733.333.333.333.300;9.133.333.333.333.330;5.666.666.666.666.660;9.922.333.333.333.330;5.333.333.333.333.330;0.0;0.0;8.449.954;11.766.666.666.666.600;9.966.666.666.666.660;18.666.666.666.666.600;1.0
09.10.2018;13.266.666.666.666.600;8.066.666.666.666.660;7.0;9.929.666.666.666.660;4.333.333.333.333.330;0.0;0.0;1.529.883;12.233.333.333.333.300;11.133.333.333.333.300;12.0;13.333.333.333.333.300
10.10.2018;11.933.333.333.333.300;8.733.333.333.333.330;6.0;988.1;33.333.333.333.333.300;0.0;0.0;1.127.032;12.200.000.000.000.000;10.633.333.333.333.300;14.666.666.666.666.600;1.0
11.10.2018;11.866.666.666.666.600;9.033.333.333.333.330;6.0;987.1;4.0;0.0;0.0;5.932.369;12.533.333.333.333.300;10.866.666.666.666.600;28.0;13.333.333.333.333.300
12.10.2018;16. Jun;7.033.333.333.333.330;7.0;9.942.333.333.333.330;5.333.333.333.333.330;0.0;0.0;1.548.005;12.333.333.333.333.300;12.666.666.666.666.600;28.0;13.333.333.333.333.300
13.10.2018;15.266.666.666.666.600;7.533.333.333.333.330;7.666.666.666.666.660;9.920.666.666.666.660;0.0;0.0;0.0;1.562.092;12. Jun;12.266.666.666.666.600;18.666.666.666.666.600;13.333.333.333.333.300
14.10.2018;14.633.333.333.333.300;7.333.333.333.333.330;7.333.333.333.333.330;984.4;0.0;0.0;0.0;1.552.077;11. Jun;11.333.333.333.333.300;14.666.666.666.666.600;1.0
15.10.2018;14.266.666.666.666.600;68.0;7.666.666.666.666.660;9.856.333.333.333.330;0.0;0.0;0.0;1.469.882;10. Jun;10.566.666.666.666.600;26.666.666.666.666.600;13.333.333.333.333.300
16.10.2018;12.933.333.333.333.300;74.0;7.0;9.903.666.666.666.660;5.333.333.333.333.330;0.0;0.0;1.429.395;10.466.666.666.666.600;09. Sep;12.0;1.0
17.10.2018;12.633.333.333.333.300;7.633.333.333.333.330;7.0;9.900.666.666.666.660;8.0;0.0;0.0;1.372.778;10.766.666.666.666.600;9.966.666.666.666.660;16.0;1.0
18.10.2018;12.133.333.333.333.300;81.0;5.333.333.333.333.330;9.905.666.666.666.660;8.0;0.0;0.0;1.123.277;11.333.333.333.333.300;10.133.333.333.333.300;9.333.333.333.333.330;0.6666666666666666
19.10.2018;10.799.999.999.999.900;9.466.666.666.666.660;36.666.666.666.666.600;9.935.666.666.666.660;5.666.666.666.666.660;0.0;0.0;6.757.909;12.266.666.666.666.600;10.333.333.333.333.300;24.0;13.333.333.333.333.300
20.10.2018;9.0;9.266.666.666.666.660;4.666.666.666.666.660;9.995.333.333.333.330;5.666.666.666.666.660;0.1;0.0;9.290.302;10.633.333.333.333.300;8.333.333.333.333.330;20.0;13.333.333.333.333.300
21.10.2018;6.966.666.666.666.660;9.633.333.333.333.330;4.0;9.980.666.666.666.660;5.333.333.333.333.330;0.0;0.0;7.197.412;9.633.333.333.333.330;6.633.333.333.333.330;21.333.333.333.333.300;1.0
22.10.2018;8.466.666.666.666.660;6.566.666.666.666.660;7.0;9.989.333.333.333.330;26.666.666.666.666.600;0.0;0.0;1.373.566;6.966.666.666.666.660;5.0;20.0;13.333.333.333.333.300
23.10.2018;9.833.333.333.333.330;6.933.333.333.333.330;7.333.333.333.333.330;10.002.333.333.333.300;7.666.666.666.666.660;0.0;0.0;8.135.269;8.066.666.666.666.660;6.766.666.666.666.660;13.333.333.333.333.300;16.666.666.666.666.600
24.10.2018;12.433.333.333.333.300;7.133.333.333.333.330;8.0;998.5;8.0;0.0;0.0;2.237.715;10.333.333.333.333.300;9.733.333.333.333.330;14.666.666.666.666.600;26.666.666.666.666.600
25.10.2018;10. Jun;8.266.666.666.666.660;6.0;9.922.999.999.999.990;4.0;0.0;0.0;1.223.207;10.299.999.999.999.900;8.833.333.333.333.330;22.666.666.666.666.600;13.333.333.333.333.300
26.10.2018;11.233.333.333.333.300;67.0;8.0;9.837.666.666.666.660;8.0;07. Jul;0.0;1.148.424;08. Sep;8.166.666.666.666.660;18.666.666.666.666.600;23.333.333.333.333.300
27.10.2018;6.333.333.333.333.330;8.833.333.333.333.330;6.333.333.333.333.330;9.806.999.999.999.990;7.666.666.666.666.660;08. Jun;0.0;2.380.579;8.466.666.666.666.660;5.466.666.666.666.660;25.333.333.333.333.300;1.0
28.10.2018;4.466.666.666.666.660;8.366.666.666.666.660;8.666.666.666.666.660;9.772.666.666.666.660;7.666.666.666.666.660;05. Jan;0.0;2.637.577;7.033.333.333.333.330;33.666.666.666.666.600;22.666.666.666.666.600;23.333.333.333.333.300
29.10.2018;5.266.666.666.666.660;8.366.666.666.666.660;7.666.666.666.666.660;9.685.666.666.666.660;7.666.666.666.666.660;6.0;0.0;4.904.808;7.433.333.333.333.330;4.033.333.333.333.330;28.0;2.0
30.10.2018;6.533.333.333.333.330;6.733.333.333.333.330;9.0;9.734.333.333.333.330;5.333.333.333.333.330;01. Jan;0.0;2.680.007;06. Mai;4.0;20.0;4.0
31.10.2018;4.833.333.333.333.330;8.566.666.666.666.660;7.666.666.666.666.660;985.5;8.0;0.0;0.0;3.780.688;7.366.666.666.666.660;3.766.666.666.666.660;25.333.333.333.333.300;13.333.333.333.333.300
01.11.2018;9.033.333.333.333.330;82.0;7.0;9.853.333.333.333.330;6.333.333.333.333.330;04. Mai;0.0;9.025.522;9.433.333.333.333.330;7.433.333.333.333.330;14.666.666.666.666.600;2.0
02.11.2018;8.366.666.666.666.660;8.666.666.666.666.660;8.0;9.942.666.666.666.660;5.333.333.333.333.330;0.0;0.0;495.986;9.566.666.666.666.660;7.266.666.666.666.660;17.333.333.333.333.300;13.333.333.333.333.300
03.11.2018;9.200.000.000.000.000;8.133.333.333.333.330;6.666.666.666.666.660;996.4;6.666.666.666.666.660;0.0;0.0;9.244.042;9.466.666.666.666.660;76.000.000.000.000.000;28.0;13.333.333.333.333.300
04.11.2018;7.333.333.333.333.330;8.766.666.666.666.660;6.0;9.868.000.000.000.000;8.0;0.0;0.0;5.803.646;8.933.333.333.333.330;6.233.333.333.333.330;17.333.333.333.333.300;1.0
05.11.2018;7.133.333.333.333.330;9.566.666.666.666.660;3.0;9.811.999.999.999.990;5.666.666.666.666.660;0.0;0.0;4.799.037;9.700.000.000.000.000;06. Aug;24.0;1.0
06.11.2018;8.366.666.666.666.660;8.633.333.333.333.330;5.0;9.806.666.666.666.660;8.0;0.0;0.0;234.289;9.266.666.666.666.660;7.066.666.666.666.660;14.666.666.666.666.600;13.333.333.333.333.300
07.11.2018;11.033.333.333.333.300;7.033.333.333.333.330;8.666.666.666.666.660;9.843.333.333.333.330;4.666.666.666.666.660;0.8;0.0;8.856.253;08. Sep;7.933.333.333.333.330;22.666.666.666.666.600;13.333.333.333.333.300
08.11.2018;11.033.333.333.333.300;7.733.333.333.333.330;8.666.666.666.666.660;9.920.666.666.666.660;8.0;0.0;0.0;5.100.787;10. Jan;8.933.333.333.333.330;13.333.333.333.333.300;13.333.333.333.333.300
09.11.2018;9.066.666.666.666.660;8.266.666.666.666.660;7.0;9.873.333.333.333.330;-3.276.666.666.666.660;0.0;0.0;8.490.194;9.366.666.666.666.660;7.433.333.333.333.330;17.333.333.333.333.300;1.0
10.11.2018;11.733.333.333.333.300;7.866.666.666.666.660;7.333.333.333.333.330;9.808.666.666.666.660;8.0;08. Jan;0.0;4.943.912;10.766.666.666.666.600;9.633.333.333.333.330;21.333.333.333.333.300;16.666.666.666.666.600
11.11.2018;12.466.666.666.666.600;8.366.666.666.666.660;7.0;9.853.000.000.000.000;5.666.666.666.666.660;01. Jan;0.0;4.469.306;12.0;10.866.666.666.666.600;22.666.666.666.666.600;2.0
12.11.2018;12.300.000.000.000.000;75.0;6.333.333.333.333.330;9.890.666.666.666.660;5.0;0.9;0.0;7.795.457;10.700.000.000.000.000;9.733.333.333.333.330;12.0;13.333.333.333.333.300
13.11.2018;10.733.333.333.333.300;88.0;8.0;10.003.000.000.000.000;5.0;02. Sep;0.0;3.087.436;11.366.666.666.666.600;9.666.666.666.666.660;20.0;16.666.666.666.666.600
14.11.2018;4.666.666.666.666.660;9.733.333.333.333.330;4.666.666.666.666.660;10.003.666.666.666.600;7.333.333.333.333.330;0.2;0.0;8.287.264;8.366.666.666.666.660;04. Mai;29.333.333.333.333.300;1.0
15.11.2018;5.666.666.666.666.660;9.466.666.666.666.660;6.333.333.333.333.330;9.982.333.333.333.330;8.0;0.0;0.0;2.430.635;8.633.333.333.333.330;5.266.666.666.666.660;12.0;13.333.333.333.333.300
16.11.2018;5.233.333.333.333.330;84.0;7.666.666.666.666.660;9.980.333.333.333.330;7.666.666.666.666.660;0.0;0.0;2.910.606;7.466.666.666.666.660;4.066.666.666.666.660;24.0;16.666.666.666.666.600
17.11.2018;21.666.666.666.666.600;90.0;4.333.333.333.333.330;9.960.666.666.666.660;26.666.666.666.666.600;0.0;0.0;7.567.905;6.433.333.333.333.330;01. Mai;30.666.666.666.666.600;1.0
18.11.2018;10.666.666.666.666.600;80.0;6.666.666.666.666.660;9.928.333.333.333.330;13.333.333.333.333.300;0.0;0.0;869.777;05. Feb;-0.26666666666666655;24.0;13.333.333.333.333.300
19.11.2018;19.333.333.333.333.300;61.666.666.666.666.600;7.333.333.333.333.330;9.813.666.666.666.660;7.666.666.666.666.660;0.0;0.0;4.473.271;04. Mrz;-0.5666666666666667;24.0;26.666.666.666.666.600
20.11.2018;0.4333333333333334;7.533.333.333.333.330;6.333.333.333.333.330;9.773.333.333.333.330;4.666.666.666.666.660;0.0;0.0;6.960.915;4.666.666.666.666.660;-11.333.333.333.333.300;20.0;13.333.333.333.333.300
21.11.2018;-0.03333333333333336;87.0;5.333.333.333.333.330;9.860.666.666.666.660;8.0;0.0;0.0;2.964.974;5.266.666.666.666.660;-0.8666666666666666;30.666.666.666.666.600;16.666.666.666.666.600
22.11.2018;14.333.333.333.333.300;8.433.333.333.333.330;5.333.333.333.333.330;9.909.333.333.333.330;23.333.333.333.333.300;0.0;0.0;7.931.766;5.633.333.333.333.330;0.39999999999999997;16.0;0.6666666666666666
23.11.2018;-0.03333333333333329;9.633.333.333.333.330;26.666.666.666.666.600;9.885.333.333.333.330;7.0;03. Feb;0.0;3.987.166;58.999.999.999.999.900;-0.2333333333333333;26.666.666.666.666.600;1.0
24.11.2018;7.066.666.666.666.660;7.766.666.666.666.660;8.0;9.851.333.333.333.330;8.0;0.0;0.0;6.029.902;07. Jul;5.166.666.666.666.660;16.0;23.333.333.333.333.300
25.11.2018;33.333.333.333.333.300;84.0;6.666.666.666.666.660;9.791.333.333.333.330;5.0;0.0;0.0;739.112;6.566.666.666.666.660;21.999.999.999.999.900;22.666.666.666.666.600;16.666.666.666.666.600
26.11.2018;4.366.666.666.666.660;9.033.333.333.333.330;6.333.333.333.333.330;9.790.333.333.333.330;8.0;03. Feb;0.0;1.426.133;7.533.333.333.333.330;36.999.999.999.999.900;30.666.666.666.666.600;13.333.333.333.333.300
27.11.2018;4.133.333.333.333.330;90.0;7.0;9.908.333.333.333.330;8.0;0.7;0.0;9.390.341;73.999.999.999.999.900;3.466.666.666.666.660;20.0;13.333.333.333.333.300
28.11.2018;26.333.333.333.333.300;94.0;4.666.666.666.666.660;9.945.333.333.333.330;8.0;0.5;0.0;3.738.163;7.0;22.333.333.333.333.300;29.333.333.333.333.300;1.0
29.11.2018;48.999.999.999.999.900;9.266.666.666.666.660;5.666.666.666.666.660;9.898.333.333.333.330;8.0;0.0;0.0;3.147.166;8.033.333.333.333.330;4.366.666.666.666.660;18.666.666.666.666.600;16.666.666.666.666.600
30.11.2018;8.933.333.333.333.330;7.733.333.333.333.330;7.0;9.875.666.666.666.660;7.0;06. Jun;0.0;1.446.954;8.766.666.666.666.660;6.966.666.666.666.660;18.666.666.666.666.600;23.333.333.333.333.300
01.12.2018;7.766.666.666.666.660;81.0;8.0;9.893.333.333.333.330;6.666.666.666.666.660;02. Aug;0.0;5.356.505;8.433.333.333.333.330;06. Feb;20.0;2.0
02.12.2018;10. Sep;83.0;8.0;9.816.666.666.666.660;8.0;11. Jul;0.0;1.064.195;10.933.333.333.333.300;9.366.666.666.666.660;21.333.333.333.333.300;36.666.666.666.666.600
03.12.2018;13.633.333.333.333.300;81.0;8.0;9.807.666.666.666.660;7.333.333.333.333.330;09. Apr;0.0;1.519.592;12. Jun;11.766.666.666.666.600;20.0;4.333.333.333.333.330
04.12.2018;9.533.333.333.333.330;83.0;8.0;9.926.999.999.999.990;7.666.666.666.666.660;08. Feb;0.0;1.988.997;9.866.666.666.666.660;8.066.666.666.666.660;14.666.666.666.666.600;23.333.333.333.333.300
05.12.2018;6.666.666.666.666.660;9.166.666.666.666.660;6.666.666.666.666.660;9.948.666.666.666.660;8.0;1.0;0.0;3.573.524;9.0;6.033.333.333.333.330;29.333.333.333.333.300;13.333.333.333.333.300
06.12.2018;11.766.666.666.666.600;8.133.333.333.333.330;9.0;9.931.333.333.333.330;8.0;0.0;0.0;3.750.884;11.200.000.000.000.000;10.066.666.666.666.600;20.0;4.0
07.12.2018;11.933.333.333.333.300;71.0;9.0;9.869.333.333.333.330;8.0;1.0;0.0;2.185.992;09. Sep;9.233.333.333.333.330;20.0;4.333.333.333.333.330
08.12.2018;07. Aug;7.333.333.333.333.330;8.333.333.333.333.330;9.879.333.333.333.330;8.0;03. Jun;0.0;2.690.562;7.833.333.333.333.330;5.733.333.333.333.330;20.0;5.0
09.12.2018;07. Aug;82.0;8.666.666.666.666.660;9.822.666.666.666.660;8.0;05. Jun;0.0;1.142.822;8.633.333.333.333.330;63.999.999.999.999.900;20.0;33.333.333.333.333.300
